--bus section
bus id,v(p.u.),theta(deg),bcs(MVAR at v=1p.u)
395,'1',8.6600772052,11.3210690985
395,'2',14.0020772061,11.3210690985
396,'1',14.6040965750,-1.4374305113
396,'2',7.5120965733,-1.4374305113
396,'3',6.1810965731,-1.4374305113
396,'4',13.8480965748,-1.4374305113
398,'1',39.3199145211,13.0148239543
398,'2',37.9125749225,13.0148239543
398,'3',28.7128171061,13.0148239543
398,'4',29.7852294503,13.0148239543
398,'5',42.2827898022,13.0148239543
398,'6',38.4717969266,13.0148239543
399,'1',0.2260385972,0.5709965106
399,'2',0.5890386014,0.5709965106
401,'1',61.2498883999,-6.7961610248
402,'1',61.2499509391,-6.7960175984
404,'1',19.5200853077,-1.3398711328
404,'2',15.5330853073,-1.3398711328
404,'3',13.0130853071,-1.3398711328
404,'4',12.6610853071,-1.3398711328
407,'1',108.9998802105,51.0777015338
408,'1',108.9998568849,37.0466651348
409,'1',108.9999112169,30.0112834942
410,'1',108.9998904444,31.1653860849
411,'1',108.9999271626,26.0841073846
412,'1',91.8972095553,29.4229453917
413,'1',53.8999104826,1.3021403584
416,'1',67.9630127583,-12.1434858561
417,'1',131.1740132048,-22.6882034234
418,'1',149.6450082846,-7.7007731218
419,'1',56.6430133033,-10.0504381861
420,'1',67.9010172095,-5.9483949785
421,'1',24.8284379825,6.3834641497
421,'2',51.4963188224,6.3834641497
424,'1',112.7970032803,-31.0569028571
425,'1',87.6270035141,-31.6069976583
426,'1',102.8160030686,-32.7063839721
427,'1',99.8440034552,-29.3480360785
428,'1',67.9530032941,-32.8832094646
431,'1',54.1900355500,52.6577176320
432,'1',108.7540508322,56.2772091978
433,'1',75.6700603681,92.6568552253
434,'1',89.0640344157,86.0683577956
437,'1',110.1700358995,17.1960117300
438,'1',58.2770288191,15.4643632030
439,'1',90.1640329994,11.4158340487
440,'1',31.8000403524,12.1454626311
441,'1',11.3340494241,0.1175402731
441,'2',17.8760494242,0.1175402731
441,'3',15.6950494242,0.1175402731
443,'1',2.9999528914,0.8431231636
443,'2',2.9999198830,0.8431231636
444,'1',2.9999417975,1.4154225168
444,'2',2.9999586966,1.4154225168
448,'1',129.5820199455,20.1574560242
449,'1',137.7500153154,19.1867849745
450,'1',113.3190237127,16.8132512204
451,'1',84.2080211306,15.8974254828
452,'1',66.1520379086,19.5974607355
453,'1',11.5360300293,9.3291985961
453,'2',10.9130300293,9.3291985961
453,'3',9.2050300292,9.3291985961
456,'1',164.8808376906,39.9018439712
457,'1',45.0266676954,49.3747234478
458,'1',93.0418555556,28.2230080463
459,'1',98.2994549528,45.6461894632
462,'1',109.7571620841,64.4536962912
463,'1',117.5501682166,69.7098468570
464,'1',58.5357440652,52.8912644852
466,'1',10.5710364721,-1.2285802323
466,'2',5.7460364719,-1.2285802323
470,'1',183.0950049042,-68.6211008281
471,'1',90.7460075993,-68.6211157989
472,'1',24.4999731095,-2.7175333174
472,'2',24.4999716126,-2.7175333174
475,'1',9.2210219842,6.5621749971
475,'2',4.2240219841,6.5621749971
476,'1',13.9340219431,4.9749113940
478,'1',49.2999475757,-5.4675057328
478,'2',49.2999644285,-5.4675057328
481,'1',154.1530092976,99.3692729053
482,'1',86.1850219222,78.2000923806
483,'1',189.0850043483,100.9185405264
484,'1',113.9040087237,79.6322389468
485,'1',56.8920166249,127.5723615839
486,'1',3.6400205629,11.0646285222
486,'2',12.5560205630,11.0646285222
486,'3',13.6600205630,11.0646285222
486,'4',6.7240205630,11.0646285222
486,'5',6.2720205629,11.0646285222
486,'6',9.4760205630,11.0646285222
487,'1',12.4999653423,-1.3449879839
488,'1',0.8560210694,0.6517194249
488,'2',2.3670210697,0.6517194249
488,'3',2.7650210698,0.6517194249
488,'4',2.7270210698,0.6517194249
488,'5',1.2960210695,0.6517194249
488,'6',1.2720210695,0.6517194249
489,'1',0.2890350157,0.6633697199
489,'2',0.2600350155,0.6633697199
489,'3',0.4810350176,0.6633697199
489,'4',0.5840350190,0.6633697199
489,'5',0.4860350177,0.6633697199
489,'6',0.6610350203,0.6633697199
490,'1',3.3999455706,1.7264702966
493,'1',139.9996585134,32.0360890474
494,'1',139.9999107558,52.7698938492
496,'1',9.8011101409,34.7480634124
496,'2',35.5101101415,34.7480634124
499,'1',0.6420384138,0.6605280133
499,'2',0.4500384120,0.6605280133
499,'3',0.8060384159,0.6605280133
